route_id,service_id,trip_short_name,trip_headsign,route_short_name,direction_id,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,trip_id
LTFRB_PUJ1906,724594,,,,,,,0,0,724645
LTFRB_PUJ1339,724594,,,,,,,0,0,724646
LTFRB_PUJ1973,724594,,,,,,,0,0,724647
LTFRB_PUJ1523,724594,,,,,,,0,0,724648
LTFRB_PUJ2026,724594,,,,,,,0,0,724649
LTFRB_PUJ2012,724594,,,,,,,0,0,724650
LTFRB_PUB1194,724594,,,,,,,0,0,724651
LTFRB_PUJ1172,724594,,,,,,,0,0,724652
LTFRB_PUJ2494,724594,,,,,,,0,0,724653
LTFRB_PUJ1020,724594,,,,,,,0,0,724654
LTFRB_PUJ1818,724594,,,,,,,0,0,724655
LTFRB_PUJ1782,724594,,,,,,,0,0,724656
LTFRB_PUJ2419,724594,,,,,,,0,0,724657
LTFRB_PUJ1472,724594,,,,,,,0,0,724658
LTFRB_PUJ1531,724594,,,,,,,0,0,724659
LTFRB_PUJ2244,724594,,,,,,,0,0,724660
LTFRB_PUJ2330,724594,,,,,,,0,0,724661
LTFRB_PUB1146,724594,,,,,,,0,0,724662
LTFRB_PUJ1638,724594,,,,,,,0,0,724663
LTFRB_PUJ1525,724594,,,,,,,0,0,724664
LTFRB_PUJ1793,724594,,,,,,,0,0,724665
LTFRB_PUJ1887,724594,,,,,,,0,0,724666
LTFRB_PUJ1223,724594,,,,,,,0,0,724667
LTFRB_PUB1150,724594,,,,,,,0,0,724668
LTFRB_PUJ1928,724594,,,,,,,0,0,724669
LTFRB_PUB1181,724594,,,,,,,0,0,724670
LTFRB_PUJ2462,724594,,,,,,,0,0,724671
LTFRB_PUJ1072,724594,,,,,,,0,0,724672
LTFRB_PUJ1174,724594,,,,,,,0,0,724673
LTFRB_PUJ2559,724594,,,,,,,0,0,724674
LTFRB_PUJ1294,724594,,,,,,,0,0,724675
LTFRB_PUJ1580,724594,,,,,,,0,0,724676
LTFRB_PUJ2280,724594,,,,,,,0,0,724677
LTFRB_PUJ1300,724594,,,,,,,0,0,724678
LTFRB_PUJ1610,724594,,,,,,,0,0,724679
LTFRB_PUB1085,724594,,,,,,,0,0,724680
LTFRB_PUJ1741,724594,,,,,,,0,0,724681
LTFRB_PUJ2605,724594,,,,,,,0,0,724682
LTFRB_PUB1142,724594,,,,,,,0,0,724683
LTFRB_PUJ1169,724594,,,,,,,0,0,724684
LTFRB_PUJ2272,724594,,,,,,,0,0,724685
LTFRB_PUJ2590,724594,,,,,,,0,0,724686
LTFRB_PUJ1291,724594,,,,,,,0,0,724687
LTFRB_PUJ1454,724594,,,,,,,0,0,724688
LTFRB_PUJ2141,724594,,,,,,,0,0,724689
LTFRB_PUJ2496,724594,,,,,,,0,0,724690
LTFRB_PUJ1845,724594,,,,,,,0,0,724691
LTFRB_PUJ2392,724594,,,,,,,0,0,724692
LTFRB_PUJ1457,724594,,,,,,,0,0,724693
LTFRB_PUJ1925,724594,,,,,,,0,0,724694
LTFRB_PUJ2299,724594,,,,,,,0,0,724695
LTFRB_PUJ1238,724594,,,,,,,0,0,724696
LTFRB_PUJ1312,724594,,,,,,,0,0,724697
LTFRB_PUJ1247,724594,,,,,,,0,0,724698
LTFRB_PUJ1824,724594,,,,,,,0,0,724699
LTFRB_PUJ2589,724594,,,,,,,0,0,724700
LTFRB_PUJ1405,724594,,,,,,,0,0,724701
LTFRB_PUB1022,724594,,,,,,,0,0,724702
LTFRB_PUJ1343,724594,,,,,,,0,0,724703
LTFRB_PUJ1916,724594,,,,,,,0,0,724704
LTFRB_PUJ1961,724594,,,,,,,0,0,724705
LTFRB_PUJ1558,724594,,,,,,,0,0,724706
LTFRB_PUJ1256,724594,,,,,,,0,0,724707
LTFRB_PUB1143,724594,,,,,,,0,0,724708
LTFRB_PUJ1368,724594,,,,,,,0,0,724709
LTFRB_PUJ2333,724594,,,,,,,0,0,724710
LTFRB_PUJ1397,724594,,,,,,,0,0,724711
LTFRB_PUJ2236,724594,,,,,,,0,0,724712
LTFRB_PUJ1701,724594,,,,,,,0,0,724713
LTFRB_PUB1062,724594,,,,,,,0,0,724714
LTFRB_PUJ1359,724594,,,,,,,0,0,724715
LTFRB_PUJ1991,724594,,,,,,,0,0,724716
LTFRB_PUJ2437,724594,,,,,,,0,0,724717
LTFRB_PUJ1612,724594,,,,,,,0,0,724718
LTFRB_PUJ1467,724594,,,,,,,0,0,724719
LTFRB_PUJ1784,724594,,,,,,,0,0,724720
LTFRB_PUJ1309,724594,,,,,,,0,0,724721
LTFRB_PUB1114,724594,,,,,,,0,0,724722
LTFRB_PUJ1796,724594,,,,,,,0,0,724723
LTFRB_PUJ2229,724594,,,,,,,0,0,724724
LTFRB_PUB1162,724594,,,,,,,0,0,724725
LTFRB_PUB1198,724594,,,,,,,0,0,724726
LTFRB_PUJ2255,724594,,,,,,,0,0,724727
LTFRB_PUJ1170,724594,,,,,,,0,0,724728
LTFRB_PUJ2275,724594,,,,,,,0,0,724729
LTFRB_PUJ1866,724594,,,,,,,0,0,724730
LTFRB_PUJ1259,724594,,,,,,,0,0,724731
LTFRB_PUJ1934,724594,,,,,,,0,0,724732
LTFRB_PUJ1911,724594,,,,,,,0,0,724733
LTFRB_PUJ2529,724594,,,,,,,0,0,724734
LTFRB_PUJ1402,724594,,,,,,,0,0,724735
LTFRB_PUJ1807,724594,,,,,,,0,0,724736
LTFRB_PUJ1341,724594,,,,,,,0,0,724737
LTFRB_PUJ1219,724594,,,,,,,0,0,724738
LTFRB_PUJ1624,724594,,,,,,,0,0,724739
LTFRB_PUJ1159,724594,,,,,,,0,0,724740
LTFRB_PUB1170,724594,,,,,,,0,0,724741
LTFRB_PUJ1067,724594,,,,,,,0,0,724742
LTFRB_PUJ1863,724594,,,,,,,0,0,724743
LTFRB_PUJ1980,724594,,,,,,,0,0,724744
LTFRB_PUJ1243,724594,,,,,,,0,0,724745
LTFRB_PUJ2181,724594,,,,,,,0,0,724746
LTFRB_PUJ1421,724594,,,,,,,0,0,724747
LTFRB_PUJ1333,724594,,,,,,,0,0,724748
LTFRB_PUJ1806,724594,,,,,,,0,0,724749
LTFRB_PUJ1137,724594,,,,,,,0,0,724750
LTFRB_PUJ1493,724594,,,,,,,0,0,724751
LTFRB_PUB1011,724594,,,,,,,0,0,724752
LTFRB_PUJ1924,724594,,,,,,,0,0,724753
LTFRB_PUJ1985,724594,,,,,,,0,0,724754
LTFRB_PUJ2575,724594,,,,,,,0,0,724755
LTFRB_PUJ1114,724594,,,,,,,0,0,724756
LTFRB_PUJ1790,724594,,,,,,,0,0,724757
LTFRB_PUJ2615,724594,,,,,,,0,0,724758
LTFRB_PUJ1779,724594,,,,,,,0,0,724759
LTFRB_PUJ1909,724594,,,,,,,0,0,724760
LTFRB_PUJ2193,724594,,,,,,,0,0,724761
LTFRB_PUJ2341,724594,,,,,,,0,0,724762
LTFRB_PUJ1196,724594,,,,,,,0,0,724763
LTFRB_PUJ2596,724594,,,,,,,0,0,724764
LTFRB_PUJ1731,724594,,,,,,,0,0,724766
LTFRB_PUJ1280,724594,,,,,,,0,0,724767
LTFRB_PUB1015,724594,,,,,,,0,0,724768
LTFRB_PUJ1608,724594,,,,,,,0,0,724769
LTFRB_PUJ1700,724594,,,,,,,0,0,724770
LTFRB_PUJ2224,724594,,,,,,,0,0,724771
LTFRB_PUB1121,724594,,,,,,,0,0,724772
LTFRB_PUJ1442,724594,,,,,,,0,0,724774
LTFRB_PUJ1484,724594,,,,,,,0,0,724775
LTFRB_PUB1127,724594,,,,,,,0,0,724776
LTFRB_PUJ1364,724594,,,,,,,0,0,724777
LTFRB_PUJ1866,724594,,,,,,,0,0,724778
LTFRB_PUJ2003,724594,,,,,,,0,0,724779
LTFRB_PUJ2286,724594,,,,,,,0,0,724780
LTFRB_PUJ2451,881579,,,,,,,0,0,724781
LTFRB_PUB1130,724594,,,,,,,0,0,724782
LTFRB_PUJ2023,724594,,,,,,,0,0,724783
LTFRB_PUJ1826,724594,,,,,,,0,0,724784
LTFRB_PUJ2265,724594,,,,,,,0,0,724785
LTFRB_PUJ1720,724594,,,,,,,0,0,724786
LTFRB_PUJ2206,724594,,,,,,,0,0,724787
LTFRB_PUJ1847,724594,,,,,,,0,0,724788
LTFRB_PUJ2418,724594,,,,,,,0,0,724789
LTFRB_PUJ2088,724594,,,,,,,0,0,724790
LTFRB_PUJ2295,724594,,,,,,,0,0,724791
LTFRB_PUJ1436,724594,,,,,,,0,0,724792
LTFRB_PUJ1643,724594,,,,,,,0,0,724793
LTFRB_PUJ1657,724594,,,,,,,0,0,724794
LTFRB_PUJ1962,724594,,,,,,,0,0,724795
LTFRB_PUJ1619,724594,,,,,,,0,0,724796
LTFRB_PUJ2017,724594,,,,,,,0,0,724797
LTFRB_PUJ1979,724594,,,,,,,0,0,724798
LTFRB_PUJ2060,724594,,,,,,,0,0,724799
LTFRB_PUJ1281,724594,,,,,,,0,0,724800
LTFRB_PUJ1604,724594,,,,,,,0,0,724801
LTFRB_PUJ2293,724594,,,,,,,0,0,724802
LTFRB_PUJ1735,724594,,,,,,,0,0,724803
LTFRB_PUJ1662,724594,,,,,,,0,0,724804
LTFRB_PUJ1702,724594,,,,,,,0,0,724805
LTFRB_PUJ2618,724594,,,,,,,0,0,724806
LTFRB_PUJ2259,724594,,,,,,,0,0,724807
LTFRB_PUJ2230,724594,,,,,,,0,0,724808
LTFRB_PUJ2273,724594,,,,,,,0,0,724809
LTFRB_PUJ1737,724594,,,,,,,0,0,724810
LTFRB_PUJ2208,724594,,,,,,,0,0,724811
LTFRB_PUJ1028,724594,,,,,,,0,0,724812
LTFRB_PUJ1355,724594,,,,,,,0,0,724813
LTFRB_PUJ1130,724594,,,,,,,0,0,724814
LTFRB_PUJ1621,724594,,,,,,,0,0,724815
LTFRB_PUJ1978,724594,,,,,,,0,0,724816
LTFRB_PUJ1417,724594,,,,,,,0,0,724817
LTFRB_PUJ1678,724594,,,,,,,0,0,724818
LTFRB_PUJ1706,724594,,,,,,,0,0,724819
LTFRB_PUJ1585,724594,,,,,,,0,0,724820
LTFRB_PUJ1349,724594,,,,,,,0,0,724821
LTFRB_PUJ1970,724594,,,,,,,0,0,724822
LTFRB_PUJ1592,724594,,,,,,,0,0,724823
LTFRB_PUJ1754,724594,,,,,,,0,0,724824
LTFRB_PUJ1008,724594,,,,,,,0,0,724825
LTFRB_PUJ1663,724594,,,,,,,0,0,724826
LTFRB_PUJ2000,724594,,,,,,,0,0,724827
LTFRB_PUJ1202,724594,,,,,,,0,0,724828
LTFRB_PUJ1042,724594,,,,,,,0,0,724829
LTFRB_PUJ1543,724594,,,,,,,0,0,724830
LTFRB_PUJ1392,724594,,,,,,,0,0,724831
LTFRB_PUJ2031,724594,,,,,,,0,0,724832
LTFRB_PUJ2117,724594,,,,,,,0,0,724833
LTFRB_PUJ1463,724594,,,,,,,0,0,724834
LTFRB_PUJ1129,724594,,,,,,,0,0,724835
LTFRB_PUJ1865,724594,,,,,,,0,0,724836
LTFRB_PUJ2323,724594,,,,,,,0,0,724837
LTFRB_PUJ2149,724594,,,,,,,0,0,724838
LTFRB_PUJ2491,724594,,,,,,,0,0,724839
LTFRB_PUJ1574,724594,,,,,,,0,0,724840
LTFRB_PUJ2092,724594,,,,,,,0,0,724841
LTFRB_PUJ1603,724594,,,,,,,0,0,724842
LTFRB_PUJ1342,724594,,,,,,,0,0,724843
LTFRB_PUJ1847,724594,,,,,,,0,0,724844
LTFRB_PUJ2536,724594,,,,,,,0,0,724845
LTFRB_PUJ1322,724594,,,,,,,0,0,724846
LTFRB_PUJ1018,724594,,,,,,,0,0,724847
LTFRB_PUJ2325,724594,,,,,,,0,0,724848
LTFRB_PUJ1683,724594,,,,,,,0,0,724849
LTFRB_PUJ2213,724594,,,,,,,0,0,724850
LTFRB_PUB1012,724594,,,,,,,0,0,724851
LTFRB_PUJ2025,724594,,,,,,,0,0,724852
LTFRB_PUJ1636,724594,,,,,,,0,0,724853
LTFRB_PUJ1986,724594,,,,,,,0,0,724854
LTFRB_PUJ2006,724594,,,,,,,0,0,724855
LTFRB_PUJ2226,724594,,,,,,,0,0,724856
LTFRB_PUJ1958,724594,,,,,,,0,0,724857
LTFRB_PUJ1595,724594,,,,,,,0,0,724858
LTFRB_PUJ1037,724594,,,,,,,0,0,724859
LTFRB_PUJ1957,724594,,,,,,,0,0,724860
LTFRB_PUJ1459,724594,,,,,,,0,0,724861
LTFRB_PUB1101,724594,,,,,,,0,0,724862
LTFRB_PUB1005,724594,,,,,,,0,0,724863
LTFRB_PUB1108,724594,,,,,,,0,0,724864
LTFRB_PUJ1070,724594,,,,,,,0,0,724865
LTFRB_PUJ1765,724594,,,,,,,0,0,724866
LTFRB_PUJ1668,724594,,,,,,,0,0,724867
LTFRB_PUJ1362,724594,,,,,,,0,0,724868
LTFRB_PUJ2084,724594,,,,,,,0,0,724869
LTFRB_PUJ1616,724594,,,,,,,0,0,724870
LTFRB_PUJ1640,724594,,,,,,,0,0,724871
LTFRB_PUJ2314,724594,,,,,,,0,0,724872
LTFRB_PUJ1050,724594,,,,,,,0,0,724873
LTFRB_PUJ2093,724594,,,,,,,0,0,724874
LTFRB_PUJ1369,724594,,,,,,,0,0,724875
LTFRB_PUJ1712,724594,,,,,,,0,0,724876
LTFRB_PUJ1425,724594,,,,,,,0,0,724877
LTFRB_PUJ1490,724594,,,,,,,0,0,724878
LTFRB_PUJ1081,724594,,,,,,,0,0,724879
LTFRB_PUJ1830,724594,,,,,,,0,0,724880
LTFRB_PUJ1086,724594,,,,,,,0,0,724881
LTFRB_PUJ2308,724594,,,,,,,0,0,724882
LTFRB_PUJ1715,724594,,,,,,,0,0,724883
LTFRB_PUJ1820,724594,,,,,,,0,0,724884
LTFRB_PUJ1698,724594,,,,,,,0,0,724885
LTFRB_PUJ1746,724594,,,,,,,0,0,724886
LTFRB_PUJ2485,724594,,,,,,,0,0,724887
LTFRB_PUJ1188,724594,,,,,,,0,0,724888
LTFRB_PUB1084,724594,,,,,,,0,0,724889
LTFRB_PUJ1893,724594,,,,,,,0,0,724890
LTFRB_PUJ1285,724594,,,,,,,0,0,724891
LTFRB_PUJ1471,724594,,,,,,,0,0,724892
LTFRB_PUJ1897,724594,,,,,,,0,0,724893
LTFRB_PUJ1689,724594,,,,,,,0,0,724894
LTFRB_PUB1038,724594,,,,,,,0,0,724895
LTFRB_PUJ1446,724594,,,,,,,0,0,724896
LTFRB_PUJ1152,724594,,,,,,,0,0,724897
LTFRB_PUB1188,724594,,,,,,,0,0,724898
LTFRB_PUB1178,724594,,,,,,,0,0,724899
LTFRB_PUJ2406,724594,,,,,,,0,0,724900
LTFRB_PUJ1554,724594,,,,,,,0,0,724901
LTFRB_PUJ1496,724594,,,,,,,0,0,724902
LTFRB_PUB1035,724594,,,,,,,0,0,724903
LTFRB_PUJ2253,724594,,,,,,,0,0,724904
LTFRB_PUJ1443,724594,,,,,,,0,0,724905
LTFRB_PUJ1381,724594,,,,,,,0,0,724906
LTFRB_PUJ2261,724594,,,,,,,0,0,724907
LTFRB_PUJ2310,724594,,,,,,,0,0,724908
LTFRB_PUJ1047,724594,,,,,,,0,0,724909
LTFRB_PUJ1438,724594,,,,,,,0,0,724910
LTFRB_PUJ2168,724594,,,,,,,0,0,724911
LTFRB_PUJ1087,724594,,,,,,,0,0,724912
LTFRB_PUJ2447,724594,,,,,,,0,0,724913
LTFRB_PUJ1010,724594,,,,,,,0,0,724914
LTFRB_PUJ2585,724594,,,,,,,0,0,724915
LTFRB_PUJ2531,724594,,,,,,,0,0,724916
LTFRB_PUJ2367,724594,,,,,,,0,0,724917
LTFRB_PUJ1145,724594,,,,,,,0,0,724918
LTFRB_PUJ2061,724594,,,,,,,0,0,724919
LTFRB_PUJ2174,724594,,,,,,,0,0,724920
LTFRB_PUJ1823,724594,,,,,,,0,0,724921
LTFRB_PUJ1367,724594,,,,,,,0,0,724922
LTFRB_PUJ1011,724594,,,,,,,0,0,724923
LTFRB_PUJ2303,724594,,,,,,,0,0,724924
LTFRB_PUJ2171,724594,,,,,,,0,0,724925
LTFRB_PUJ2557,724594,,,,,,,0,0,724926
LTFRB_PUJ1578,724594,,,,,,,0,0,724927
LTFRB_PUB1079,724594,,,,,,,0,0,724928
LTFRB_PUJ2436,724594,,,,,,,0,0,724929
LTFRB_PUJ2474,724594,,,,,,,0,0,724930
LTFRB_PUJ1429,724594,,,,,,,0,0,724931
LTFRB_PUJ1952,724594,,,,,,,0,0,724932
LTFRB_PUJ1980,724594,,,,,,,0,0,724933
LTFRB_PUJ1772,724594,,,,,,,0,0,724934
LTFRB_PUJ1542,724594,,,,,,,0,0,724935
LTFRB_PUJ1727,724594,,,,,,,0,0,724936
LTFRB_PUJ2327,724594,,,,,,,0,0,724937
LTFRB_PUJ1530,724594,,,,,,,0,0,724938
LTFRB_PUJ1770,724594,,,,,,,0,0,724939
LTFRB_PUJ1759,724594,,,,,,,0,0,724940
LTFRB_PUJ2516,724594,,,,,,,0,0,724941
LTFRB_PUJ2566,724594,,,,,,,0,0,724942
LTFRB_PUJ1445,724594,,,,,,,0,0,724943
LTFRB_PUJ1956,724594,,,,,,,0,0,724944
LTFRB_PUJ2538,724594,,,,,,,0,0,724945
LTFRB_PUJ1222,724594,,,,,,,0,0,724946
LTFRB_PUJ1717,724594,,,,,,,0,0,724947
LTFRB_PUJ1111,724594,,,,,,,0,0,724948
LTFRB_PUJ2218,724594,,,,,,,0,0,724949
LTFRB_PUB1047,724594,,,,,,,0,0,724950
LTFRB_PUJ1387,724594,,,,,,,0,0,724951
LTFRB_PUJ1898,724594,,,,,,,0,0,724952
LTFRB_PUJ2035,724594,,,,,,,0,0,724953
LTFRB_PUJ1005,724594,,,,,,,0,0,724954
LTFRB_PUJ1398,724594,,,,,,,0,0,724955
LTFRB_PUJ1108,724594,,,,,,,0,0,724956
LTFRB_PUJ1504,724594,,,,,,,0,0,724957
LTFRB_PUJ1943,724594,,,,,,,0,0,724958
LTFRB_PUJ2107,724594,,,,,,,0,0,724959
LTFRB_PUJ1151,724594,,,,,,,0,0,724960
LTFRB_PUJ2612,724594,,,,,,,0,0,724961
LTFRB_PUJ1210,724594,,,,,,,0,0,724962
LTFRB_PUJ2008,724594,,,,,,,0,0,724963
LTFRB_PUJ2476,724594,,,,,,,0,0,724964
LTFRB_PUJ1656,724594,,,,,,,0,0,724965
LTFRB_PUJ2301,724594,,,,,,,0,0,724966
LTFRB_PUJ1680,724594,,,,,,,0,0,724967
LTFRB_PUJ2137,724594,,,,,,881761,0,0,724968
LTFRB_PUJ1645,724594,,,,,,,0,0,724969
LTFRB_PUJ1855,724594,,,,,,,0,0,724970
LTFRB_PUJ2001,724594,,,,,,,0,0,724971
LTFRB_PUJ2614,724594,,,,,,,0,0,724972
LTFRB_PUJ2169,724594,,,,,,,0,0,724973
LTFRB_PUJ1528,724594,,,,,,,0,0,724974
LTFRB_PUJ1193,724594,,,,,,,0,0,724975
LTFRB_PUJ1430,724594,,,,,,,0,0,724976
LTFRB_PUJ1799,724594,,,,,,,0,0,724977
LTFRB_PUJ1517,724594,,,,,,,0,0,724978
LTFRB_PUB1152,724594,,,,,,,0,0,724979
LTFRB_PUJ2349,724594,,,,,,,0,0,724980
LTFRB_PUJ1757,724594,,,,,,,0,0,724981
LTFRB_PUJ2097,724594,,,,,,,0,0,724982
LTFRB_PUJ1767,724594,,,,,,,0,0,724983
LTFRB_PUJ1870,724594,,,,,,,0,0,724984
LTFRB_PUJ2433,724594,,,,,,,0,0,724985
LTFRB_PUJ2370,724594,,,,,,,0,0,724986
LTFRB_PUJ1361,724594,,,,,,,0,0,724987
LTFRB_PUJ1609,724594,,,,,,,0,0,724988
LTFRB_PUJ1395,724594,,,,,,,0,0,724989
LTFRB_PUJ1391,724594,,,,,,,0,0,724990
LTFRB_PUJ2535,724594,,,,,,,0,0,724991
LTFRB_PUJ2591,724594,,,,,,,0,0,724992
LTFRB_PUJ2156,724594,,,,,,,0,0,724993
LTFRB_PUJ2290,724594,,,,,,,0,0,724994
LTFRB_PUJ2197,724594,,,,,,,0,0,724995
LTFRB_PUJ2212,724594,,,,,,,0,0,724996
LTFRB_PUJ2112,724594,,,,,,,0,0,724997
LTFRB_PUJ1011,724594,,,,,,,0,0,724998
LTFRB_PUJ2298,724594,,,,,,,0,0,724999
LTFRB_PUJ2008,724594,,,,,,,0,0,725000
LTFRB_PUJ2153,724594,,,,,,,0,0,725001
LTFRB_PUB1180,724594,,,,,,,0,0,725002
LTFRB_PUJ1154,724594,,,,,,,0,0,725003
LTFRB_PUJ1109,724594,,,,,,,0,0,725004
LTFRB_PUB1092,724594,,,,,,,0,0,725005
LTFRB_PUJ1730,724594,,,,,,,0,0,725006
LTFRB_PUJ1904,724594,,,,,,,0,0,725007
LTFRB_PUJ2414,724594,,,,,,,0,0,725008
LTFRB_PUJ1890,724594,,,,,,,0,0,725009
LTFRB_PUJ2235,724594,,,,,,,0,0,725010
LTFRB_PUJ1060,724594,,,,,,,0,0,725011
LTFRB_PUJ1080,724594,,,,,,,0,0,725012
LTFRB_PUJ2214,724594,,,,,,,0,0,725013
LTFRB_PUJ1537,724594,,,,,,,0,0,725014
LTFRB_PUJ1175,724594,,,,,,,0,0,725015
LTFRB_PUJ2309,724594,,,,,,,0,0,725016
LTFRB_PUB1126,724594,,,,,,,0,0,725017
LTFRB_PUJ1814,724594,,,,,,,0,0,725018
LTFRB_PUB1100,724594,,,,,,,0,0,725019
LTFRB_PUJ1901,724594,,,,,,,0,0,725020
LTFRB_PUB1019,724594,,,,,,,0,0,725021
LTFRB_PUJ1828,724594,,,,,,,0,0,725022
LTFRB_PUJ2532,724594,,,,,,,0,0,725023
LTFRB_PUB1070,724594,,,,,,,0,0,725024
LTFRB_PUJ1072,724594,,,,,,,0,0,725025
LTFRB_PUJ1888,724594,,,,,,,0,0,725026
LTFRB_PUJ1892,724594,,,,,,,0,0,725027
LTFRB_PUJ2046,724594,,,,,,,0,0,725028
LTFRB_PUJ2322,724594,,,,,,,0,0,725029
LTFRB_PUJ1133,724594,,,,,,,0,0,725030
LTFRB_PUJ1739,724594,,,,,,,0,0,725031
LTFRB_PUJ2432,724594,,,,,,,0,0,725032
LTFRB_PUJ1412,724594,,,,,,,0,0,725033
LTFRB_PUJ1812,724594,,,,,,,0,0,725034
LTFRB_PUJ1263,724594,,,,,,,0,0,725035
LTFRB_PUJ2334,724594,,,,,,,0,0,725036
LTFRB_PUB1176,724594,,,,,,,0,0,725037
LTFRB_PUJ1462,724594,,,,,,,0,0,725038
LTFRB_PUJ2545,724594,,,,,,,0,0,725039
LTFRB_PUJ1319,724594,,,,,,,0,0,725040
LTFRB_PUJ2070,724594,,,,,,,0,0,725041
LTFRB_PUB1175,724594,,,,,,,0,0,725042
LTFRB_PUJ2201,724594,,,,,,,0,0,725043
LTFRB_PUJ1744,724594,,,,,,,0,0,725044
LTFRB_PUJ2100,724594,,,,,,,0,0,725045
LTFRB_PUJ2562,724594,,,,,,,0,0,725046
LTFRB_PUJ1551,724594,,,,,,,0,0,725047
LTFRB_PUB1057,724594,,,,,,,0,0,725048
LTFRB_PUJ2540,724594,,,,,,,0,0,725049
LTFRB_PUB1158,724594,,,,,,,0,0,725050
LTFRB_PUJ2101,724594,,,,,,,0,0,725051
